Name,Type,Primary_fuel,Secondary_fuel,Prime_mover_1,Prime_mover_2,Cogeneration,Capacity_MW,Largest_unit_MW,Primary_efficiency,Generating_units_number,Generating_units_notes,Year_built,Status,Cooling_type,Cooling_source,Group_name,Group_order,Owner_1,Owner_2,Operator,Connection_type,Avg_Ann_Gen_GWh,Hydro_max_storage_m3,Basin,Regional_auth,Region_name,Island_name,Node_name,GIP substation,Lifetime,Lifetime_notes,lat,long,Node,Techs
Watercare Cossey's Dam,Hydroelectric,Water,,hydrokinetic turbine,,N,0.0,0.0,,1.0,,,,,,,,Counties Power,,Mercury,Embedded,0.0,,,,AKL - Auckland,NI,MPE0331,MPE,,,-37.0597,175.1065,AKL,
Watercare Wairoa Dam,Hydroelectric,Water,,hydrokinetic turbine,,N,0.0,0.0,,1.0,,,,,,,,Counties Power,,Mercury,Embedded,0.0,,,,AKL - Auckland,NI,BOB0331,BOB,,,-37.1033,175.1185,AKL,
Watercare Waitakere,Hydroelectric,Water,,hydrokinetic turbine,,N,0.0,0.03,,1.0,,,,,,,,United Networks ,,Trustpower,Embedded,0.1,,,,NIS - North Isthmus,NI,BOB0331,BOB,,,-36.899,174.5296,NIS,
Turitea Wind Farm,Wind,Wind,,,,N,221.4,3.69,,60.0,60 x 3.69 MW,2020.0,Operational,,,,,Mercury,,Mercury,,,,,,CEN - Central,NI,LTN2201,LTN,2070.0,Yr built + 50,-40.4283,175.6225,CEN,
West Wind,Wind,Wind,,,,N,143.0,2.3,,62.0,62 x 2.3 MW,2009.0,,,,,,Meridian Energy,,Meridian Energy,Grid,550.0,,,,WEL - Wellington,NI ,"WWD1102, WWD1103",,,,-41.2505,174.6907,WEL,
Waipipi Wind Farm,Wind,Wind,,,,N,133.3,4.3,,31.0,31 x 4.3 MW,2020.0,Operational,,,,,Mercury,,Mercury,,,,,,TRN - Taranaki,NI,WVY1101,WVY,2070.0,Yr built + 50,-39.79,174.5444,TRN,
Tararua Stage 3,Wind,Wind,,,,N,93.0,3.0,,31.0,31 x 3 MW,2007.0,,,,,,Mercury,,Mercury,Grid,375.0,,,,CEN - Central,NI ,TWC2201,TWC,,,-40.3574,175.7498,CEN,
Te Apiti,Wind,Wind,,,,N,90.75,1.65,,55.0,55 x 1.65 MW,2004.0,,,,,,Meridian Energy,,Meridian Energy,Grid,258.0,,,,CEN - Central,NI ,WDV1101,WDV,,,-40.2911,175.8258,CEN,
Mill Creek,Wind,Wind,,,,N,71.3,2.3,,26.0,26 x 2.3 MW,2014.0,,,,,,Meridian Energy,,Meridian Energy,Embedded,235.0,, ,,WEL - Wellington,NI ,WIL0331,WIL,,,-41.1707,174.7756,WEL,
Te Uku,Wind,Wind,,,,N,64.4,2.3,,28.0,28 x 2.3 MW,2011.0,,,,,,WEL Networks,Meridian Energy,Meridian Energy,Embedded,225.0,,,,WTO - Waikato,NI ,TWH0331,TWH,,,-37.8725,174.9622,WTO,
White Hill,Wind,Wind,,,,N,58.0,2.0,,29.0,29 x 2 MW,2007.0,,,,,,Meridian Energy,,Meridian Energy,Embedded,200.0,,,,OTG - Otago/Southland,SI ,NMA0331,NMA,,,-45.7667,168.3,OTG,
Te Rere Hau,Wind,Wind,,,,N,48.5,0.5,,97.0,97 x 0.5 MW,2011.0,,,,,,New Zealand Wind Farms,,New Zealand Wind Farms,Partially Embedded,160.0,,,,CEN - Central,NI ,TWC2201,TWC,,,-40.3874,175.7318,CEN,
Tararua Stage 2,Wind,Wind,,,,,36.3,0.66,,55.0,55 x 0.66 MW,2004.0,,,,,,Mercury,,Mercury,Embedded,147.0,,,,CEN - Central,NI ,BPE0331,BPE,,,-40.3574,175.7498,CEN,
Mahinerangi,Wind,Wind,,,,,36.0,3.0,,12.0,12 x 3 MW,2011.0,,,,,,Mercury,,Mercury,Embedded,112.0,,,,OTG - Otago/Southland,SI ,HWB0331,HWB,,,-45.8788,170.5028,OTG,
Tararua Stage 1,Wind,Wind,,,,,31.7,0.66,,48.0,48 x 0.66 MW,1999.0,,,,,,Mercury,,Mercury,Embedded,128.0,,,,CEN - Central,NI ,LTN0331,LTN,,,-40.3574,175.7498,CEN,
Hau Nui,Wind,Wind,,,,,8.45,0.6,,15.0,15 x 0.6 MW,1996.0,,,,,,Genesis Energy,,Genesis Energy,Embedded,22.0,,,,WEL - Wellington,NI ,GYT0331,GYT,,,-41.3843,175.4685,WEL,
Mount Stuart,Wind,Wind,,,,,7.65,0.85,,,,2011.0,,,,,,Pioneer Generation,,Pioneer Generation,Embedded,25.6,,,,OTG - Otago/Southland,SI ,BAL0331,BAL,,,-46.1057,170.004,OTG,
Flat Hill,Wind,Wind,,,,,6.8,0.85,,8.0,8 x 0.85 MW,2015.0,,,,,,Pioneer Generation,,Trustpower,Embedded,24.0,,,,OTG - Otago/Southland,SI ,INV0331,INV,,,-46.6068,168.3369,OTG,
Horseshoe Bend Wind,Wind,Wind,,,,,2.25,0.75,,3.0,3 x 0.75 MW,2009.0,,,,,,Pioneer Generation,,Pioneer Generation,Embedded,8.0,, ,,OTG - Otago/Southland,SI ,CYD0331,CYD,,,-45.5427,169.2987,OTG,
Lulworth Wind,Wind,Wind,,,,,1.0,0.25,,4.0,4 x 0.25 MW,2011.0,,,,,,Energy3,,Meridian Energy,Embedded,3.2,,,,NEL - Nelson/Marlbourough,SI ,BLN0331,BLN,,,-41.8453,174.1639,NEL,
Weld Cone Wind,Wind,Wind,,,,,0.75,0.25,,3.0,3 x 0.25 MW,2010.0,,,,,,Energy3,,Meridian Energy,Embedded,3.0,,,,NEL - Nelson/Marlbourough,SI ,BLN0331,BLN,,,-41.8454,174.1629,NEL,
Lake Grassmere,Wind,Wind,,,,,0.66,0.66,,1.0,1 x 0.66 MW,2014.0,,,,,,Energy3,,Meridian Energy,Embedded,6.0,,,,NEL - Nelson/Marlbourough,SI ,BLN0331,BLN,,,-41.7284,174.1509,NEL,
Christchurch Wind Turbine,Wind,Wind,,,,,0.5,0.5,,1.0,,2003.0,,,,,,Orion,,Meridian Energy,Embedded,0.8,,,,CAN - Canterbury,SI ,SPN0331,SPN,,,-43.6977,172.6418,CAN,
Chathams Wind,Wind,Wind,,,,,0.45,0.225,,2.0,2 x 0.225 MW,2010.0,,,,,,CBD Energy,,CBDEnergy,Embedded,1.4,, ,,OTH - Other,OT ,OFFGRID,OFFGRID,,,-44.0341,-176.3949,OTG,
Wellington Wind Turbine,Wind,Wind,,,,,0.2,0.2,,1.0,,1993.0,,,,,,Meridian Energy,,Meridian Energy,Embedded,0.8,,,,WEL - Wellington,NI ,CPK0331,CPK,,,-41.3109,174.7449,WEL,
Southbridge Wind,Wind,Wind,,,,,0.1,0.1,,1.0,1 x 0.1 MW,2005.0,,,,,,Energy3,,Meridian Energy,Embedded,0.4,,,,CAN - Canterbury,SI ,SPN0331,SPN,,,-43.8726,172.277,CAN,
Kinleith,Thermal,Wood,Natural gas,steam turbine,,Y,40.0,28.0,0.0,2.0,,1998.0,Operational,,,,,Oji Fibre Solutions,,Carter Holt Energy,Grid,250.0,,,,WTO - Waikato,NI ,KIN0112,KIN,2048.0,,-38.226,175.8663,WTO,BIO
Kawerau - CHH,Thermal,Wood waste,,,,Y,27.0,27.0,0.0,,,,,,,,,Carter Holt Harvey,,Carter Holt Harvey,Embedded,118.0,,,,BOP - Bay Of Plenty,NI ,KAW0111,KAW,,,-38.0695,176.7206,BOP,BIO
Pan Pac,Thermal,Wood waste,,,,Y,12.8,12.8,,,,2005.0,,,,,,Pan Pac Forest Products,,Pan Pac Forest Products,Embedded,48.0,,,,HBY - Hawkes Bay,NI ,WHI0111,WHI,,,-39.3781,176.8917,HBY,BIO
Fletcher Forests,Thermal,Wood waste,,,,N,3.5,3.5,0.0,,,,,,,,,Trustpower,,Trustpower,Embedded,26.0,,,,BOP - Bay Of Plenty,NI ,ROT0111,ROT,,,-38.1799,176.2612,BOP,BIO
Blue Mountain Lumber,Thermal,Wood waste,,,,Y,1.4,1.4,0.0,,,2000.0,,,,,,Blue Mountain Lumber,,Meridian Energy,Embedded,1.9,,,,OTG - Otago/Southland,SI ,GOR0331,GOR,,,-45.4648,167.853,OTG,BIO
